"","home_team","away_team","home_score","away_score","tournament","city","country","neutral","gameresult"
"1","Scotland","England",0,0,"Friendly","Glasgow","Scotland",FALSE,"0"
"2","England","Scotland",4,2,"Friendly","London","England",FALSE,"1"
"3","Scotland","England",2,1,"Friendly","Glasgow","Scotland",FALSE,"1"
"4","England","Scotland",2,2,"Friendly","London","England",FALSE,"0"
"5","Scotland","England",3,0,"Friendly","Glasgow","Scotland",FALSE,"1"
"6","Scotland","Wales",4,0,"Friendly","Glasgow","Scotland",FALSE,"1"
"7","England","Scotland",1,3,"Friendly","London","England",FALSE,"2"
"8","Wales","Scotland",0,2,"Friendly","Wrexham","Wales",FALSE,"2"
"9","Scotland","England",7,2,"Friendly","Glasgow","Scotland",FALSE,"1"
"10","Scotland","Wales",9,0,"Friendly","Glasgow","Scotland",FALSE,"1"
"11","England","Wales",2,1,"Friendly","London","England",FALSE,"1"
"12","England","Scotland",5,4,"Friendly","London","England",FALSE,"1"
"13","Wales","Scotland",0,3,"Friendly","Wrexham","Wales",FALSE,"2"
"14","Scotland","England",5,4,"Friendly","Glasgow","Scotland",FALSE,"1"
"15","Wales","England",2,3,"Friendly","Wrexham","Wales",FALSE,"2"
"16","Scotland","Wales",5,1,"Friendly","Glasgow","Scotland",FALSE,"1"
"17","England","Wales",0,1,"Friendly","Blackburn","England",FALSE,"2"
"18","England","Scotland",1,6,"Friendly","London","England",FALSE,"2"
"19","Wales","Scotland",1,5,"Friendly","Wrexham","Wales",FALSE,"2"
"20","Northern Ireland","England",0,13,"Friendly","Belfast","Republic of Ireland",FALSE,"2"
"21","Wales","Northern Ireland",7,1,"Friendly","Wrexham","Wales",FALSE,"1"
"22","Scotland","England",5,1,"Friendly","Glasgow","Scotland",FALSE,"1"
"23","Wales","England",5,3,"Friendly","Wrexham","Wales",FALSE,"1"
"24","Scotland","Wales",5,0,"Friendly","Glasgow","Scotland",FALSE,"1"
"25","England","Wales",5,0,"Friendly","London","England",FALSE,"1"
"26","England","Northern Ireland",7,0,"Friendly","Liverpool","England",FALSE,"1"
"27","England","Scotland",2,3,"Friendly","Sheffield","England",FALSE,"2"
"28","Wales","Scotland",0,3,"Friendly","Wrexham","Wales",FALSE,"2"
"29","Northern Ireland","Wales",1,1,"Friendly","Belfast","Republic of Ireland",FALSE,"0"
"30","Northern Ireland","Scotland",0,5,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"31","Wales","Northern Ireland",6,0,"British Championship","Wrexham","Wales",FALSE,"1"
"32","Northern Ireland","England",1,8,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"33","Scotland","England",1,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"34","Wales","England",0,4,"British Championship","Wrexham","Wales",FALSE,"2"
"35","Scotland","Wales",4,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"36","England","Northern Ireland",4,0,"British Championship","Manchester","England",FALSE,"1"
"37","England","Wales",1,1,"British Championship","Blackburn","England",FALSE,"0"
"38","Scotland","Northern Ireland",8,2,"British Championship","Glasgow","Scotland",FALSE,"1"
"39","England","Scotland",1,1,"British Championship","London","England",FALSE,"0"
"40","Wales","Scotland",1,8,"British Championship","Wrexham","Wales",FALSE,"2"
"41","Northern Ireland","Wales",2,8,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"42","United States","Other",0,1,"Friendly","Newark","United States",FALSE,"2"
"43","Wales","Northern Ireland",5,0,"British Championship","Wrexham","Wales",FALSE,"1"
"44","Northern Ireland","England",1,6,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"45","Northern Ireland","Scotland",2,7,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"46","Scotland","England",1,1,"British Championship","Glasgow","Scotland",FALSE,"0"
"47","Wales","England",1,3,"British Championship","Wrexham","Wales",FALSE,"2"
"48","Scotland","Wales",4,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"49","United States","Other",3,2,"Friendly","Newark","United States",FALSE,"1"
"50","England","Northern Ireland",7,0,"British Championship","Sheffield","England",FALSE,"1"
"51","Scotland","Northern Ireland",4,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"52","England","Wales",4,0,"British Championship","London","England",FALSE,"1"
"53","Northern Ireland","Wales",4,1,"British Championship","Belfast","Republic of Ireland",FALSE,"1"
"54","England","Scotland",2,3,"British Championship","Blackburn","England",FALSE,"2"
"55","Wales","Scotland",0,2,"British Championship","Wrexham","Wales",FALSE,"2"
"56","England","Wales",5,1,"British Championship","Crewe","England",FALSE,"1"
"57","Wales","Northern Ireland",11,0,"British Championship","Wrexham","Wales",FALSE,"1"
"58","Scotland","Wales",5,1,"British Championship","Edinburgh","Scotland",FALSE,"1"
"59","Scotland","England",0,5,"British Championship","Glasgow","Scotland",FALSE,"2"
"60","Northern Ireland","Scotland",2,10,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"61","Northern Ireland","England",1,5,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"62","Scotland","Other",4,0,"Friendly","Glasgow","Scotland",FALSE,"1"
"63","England","Wales",4,1,"British Championship","Stoke-on-Trent","England",FALSE,"1"
"64","England","Northern Ireland",6,1,"British Championship","Liverpool","England",FALSE,"1"
"65","Scotland","Northern Ireland",7,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"66","England","Scotland",2,3,"British Championship","London","England",FALSE,"2"
"67","Wales","Scotland",0,0,"British Championship","Wrexham","Wales",FALSE,"0"
"68","Northern Ireland","Wales",1,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"69","Wales","Northern Ireland",5,2,"British Championship","Shrewsbury","England",TRUE,"1"
"70","Northern Ireland","England",1,9,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"71","Wales","England",1,3,"British Championship","Wrexham","Wales",FALSE,"2"
"72","Scotland","Wales",5,0,"British Championship","Paisley","Scotland",FALSE,"1"
"73","Northern Ireland","Scotland",1,4,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"74","Scotland","England",1,1,"British Championship","Glasgow","Scotland",FALSE,"0"
"75","Northern Ireland","Wales",7,2,"British Championship","Belfast","Republic of Ireland",FALSE,"1"
"76","England","Wales",4,1,"British Championship","Sunderland","England",FALSE,"1"
"77","England","Northern Ireland",6,1,"British Championship","Wolverhampton","England",FALSE,"1"
"78","Wales","Scotland",3,4,"British Championship","Wrexham","Wales",FALSE,"2"
"79","Scotland","Northern Ireland",2,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"80","Wales","Northern Ireland",1,1,"British Championship","Bangor","Wales",FALSE,"0"
"81","Northern Ireland","England",0,2,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"82","Wales","England",0,2,"British Championship","Wrexham","Wales",FALSE,"2"
"83","Northern Ireland","Scotland",2,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"84","Scotland","Wales",6,1,"British Championship","Edinburgh","Scotland",FALSE,"1"
"85","Scotland","England",1,4,"British Championship","Glasgow","Scotland",FALSE,"2"
"86","England","Northern Ireland",6,1,"British Championship","Birmingham","England",FALSE,"1"
"87","England","Wales",6,0,"British Championship","Stoke-on-Trent","England",FALSE,"1"
"88","Wales","Scotland",0,8,"British Championship","Wrexham","Wales",FALSE,"2"
"89","Scotland","Northern Ireland",6,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"90","England","Scotland",5,2,"British Championship","Richmond","England",FALSE,"1"
"91","Wales","Northern Ireland",4,1,"British Championship","Swansea","Wales",FALSE,"1"
"92","Northern Ireland","England",2,2,"British Championship","Belfast","Republic of Ireland",FALSE,"0"
"93","Wales","England",1,5,"British Championship","Wrexham","Wales",FALSE,"2"
"94","Scotland","Wales",5,2,"British Championship","Kilmarnock","Scotland",FALSE,"1"
"95","Northern Ireland","Scotland",1,2,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"96","Scotland","England",2,2,"British Championship","Glasgow","Scotland",FALSE,"0"
"97","England","Northern Ireland",9,0,"British Championship","Derby","England",FALSE,"1"
"98","Northern Ireland","Wales",2,2,"British Championship","Belfast","Republic of Ireland",FALSE,"0"
"99","England","Wales",1,1,"British Championship","London","England",FALSE,"0"
"100","Wales","Scotland",2,2,"British Championship","Wrexham","Wales",FALSE,"0"
"101","Scotland","Northern Ireland",3,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"102","England","Scotland",3,0,"British Championship","Liverpool","England",FALSE,"1"
"103","Wales","Northern Ireland",6,1,"British Championship","Wrexham","Wales",FALSE,"1"
"104","Northern Ireland","England",0,2,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"105","Wales","England",1,9,"British Championship","Cardiff","Wales",FALSE,"2"
"106","Scotland","Wales",4,0,"British Championship","Dundee","Scotland",FALSE,"1"
"107","Northern Ireland","Scotland",3,3,"British Championship","Belfast","Republic of Ireland",FALSE,"0"
"108","Scotland","England",2,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"109","England","Northern Ireland",6,0,"British Championship","Nottingham","England",FALSE,"1"
"110","Northern Ireland","Wales",4,3,"British Championship","Belfast","Republic of Ireland",FALSE,"1"
"111","Wales","Scotland",2,2,"British Championship","Wrexham","Wales",FALSE,"0"
"112","Scotland","Northern Ireland",5,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"113","England","Wales",4,0,"British Championship","Sheffield","England",FALSE,"1"
"114","England","Scotland",1,2,"British Championship","London","England",FALSE,"2"
"115","Wales","Northern Ireland",0,1,"British Championship","Llandudno","Wales",FALSE,"2"
"116","Northern Ireland","England",2,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"117","Scotland","Wales",5,2,"British Championship","Motherwell","Scotland",FALSE,"1"
"118","Northern Ireland","Scotland",0,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"119","Wales","England",0,3,"British Championship","Wrexham","Wales",FALSE,"2"
"120","Scotland","England",1,3,"British Championship","Glasgow","Scotland",FALSE,"2"
"121","England","Northern Ireland",13,2,"British Championship","Sunderland","England",FALSE,"1"
"122","Northern Ireland","Wales",1,0,"British Championship","Belfast","Republic of Ireland",FALSE,"1"
"123","Wales","Scotland",0,6,"British Championship","Wrexham","Wales",FALSE,"2"
"124","England","Wales",4,0,"British Championship","Bristol","England",FALSE,"1"
"125","Scotland","Northern Ireland",9,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"126","England","Scotland",2,1,"British Championship","Birmingham","England",FALSE,"1"
"127","Scotland","Wales",5,2,"British Championship","Aberdeen","Scotland",FALSE,"1"
"128","Wales","Northern Ireland",2,0,"British Championship","Llandudno","Wales",FALSE,"1"
"129","Northern Ireland","Scotland",0,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"130","Northern Ireland","England",0,2,"British Championship","Dublin","Republic of Ireland",FALSE,"2"
"131","Wales","England",1,1,"British Championship","Cardiff","Wales",FALSE,"0"
"132","Scotland","England",4,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"133","Scotland","Northern Ireland",11,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"134","Wales","Scotland",1,1,"British Championship","Wrexham","Wales",FALSE,"0"
"135","England","Northern Ireland",3,0,"British Championship","Southampton","England",FALSE,"1"
"136","England","Wales",6,0,"British Championship","Newcastle","England",FALSE,"1"
"137","Northern Ireland","Wales",0,1,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"138","England","Scotland",2,2,"British Championship","London","England",FALSE,"0"
"139","Wales","Northern Ireland",0,3,"British Championship","Cardiff","Wales",FALSE,"2"
"140","Northern Ireland","Scotland",1,5,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"141","Wales","England",0,0,"British Championship","Wrexham","Wales",FALSE,"0"
"142","Scotland","Wales",5,1,"British Championship","Greenock","Scotland",FALSE,"1"
"143","Northern Ireland","England",0,1,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"144","England","Scotland",2,2,"British Championship","Birmingham","England",FALSE,"0"
"145","Uruguay","Argentina",0,6,"Friendly","Montevideo","Uruguay",FALSE,"2"
"146","Austria","Hungary",5,0,"Friendly","Vienna","Austria",FALSE,"1"
"147","England","Wales",2,1,"British Championship","Portsmouth","England",FALSE,"1"
"148","Wales","Scotland",0,1,"British Championship","Cardiff","Wales",FALSE,"2"
"149","Scotland","Northern Ireland",0,2,"British Championship","Glasgow","Scotland",FALSE,"2"
"150","Northern Ireland","Wales",2,0,"British Championship","Belfast","Republic of Ireland",FALSE,"1"
"151","England","Scotland",1,2,"British Championship","Sheffield","England",FALSE,"2"
"152","Hungary","Other",2,1,"Friendly","Budapest","Hungary",FALSE,"1"
"153","Argentina","Uruguay",2,3,"Friendly","Buenos Aires","Argentina",FALSE,"2"
"154","Austria","Hungary",4,2,"Friendly","Vienna","Austria",FALSE,"1"
"155","Wales","England",2,2,"British Championship","Wrexham","Wales",FALSE,"0"
"156","Northern Ireland","England",1,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"157","Scotland","Wales",1,1,"British Championship","Dundee","Scotland",FALSE,"0"
"158","Wales","Northern Ireland",0,1,"British Championship","Bangor","Wales",FALSE,"2"
"159","Northern Ireland","Scotland",1,1,"British Championship","Dublin","Republic of Ireland",FALSE,"0"
"160","Scotland","England",0,1,"British Championship","Glasgow","Scotland",FALSE,"2"
"161","Belgium","France",3,3,"Friendly","Brussels","Belgium",FALSE,"0"
"162","Hungary","Austria",3,0,"Friendly","Budapest","Hungary",FALSE,"1"
"163","France","Switzerland",1,0,"Friendly","Paris","France",FALSE,"1"
"164","England","Northern Ireland",1,1,"British Championship","Middlesbrough","England",FALSE,"0"
"165","Wales","Scotland",3,1,"British Championship","Wrexham","Wales",FALSE,"1"
"166","Scotland","Northern Ireland",4,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"167","England","Wales",3,1,"British Championship","Liverpool","England",FALSE,"1"
"168","England","Scotland",1,0,"British Championship","London","England",FALSE,"1"
"169","Northern Ireland","Wales",2,2,"British Championship","Belfast","Republic of Ireland",FALSE,"0"
"170","Hungary","Austria",0,0,"Friendly","Budapest","Hungary",FALSE,"0"
"171","Belgium","Netherlands",1,4,"Friendly","Antwerp","Belgium",FALSE,"2"
"172","Belgium","France",7,0,"Friendly","Brussels","Belgium",FALSE,"1"
"173","Netherlands","Belgium",4,0,"Friendly","Rotterdam","Netherlands",FALSE,"1"
"174","Argentina","Uruguay",0,0,"Other","Buenos Aires","Argentina",FALSE,"0"
"175","Northern Ireland","England",0,5,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"176","Scotland","Wales",0,2,"British Championship","Edinburgh","Scotland",FALSE,"2"
"177","Northern Ireland","Scotland",0,1,"British Championship","Dublin","Republic of Ireland",FALSE,"2"
"178","Wales","England",0,1,"British Championship","Cardiff","Wales",FALSE,"2"
"179","Hungary","Other",1,1,"Friendly","Budapest","Hungary",FALSE,"0"
"180","Wales","Northern Ireland",4,4,"British Championship","Wrexham","Wales",FALSE,"0"
"181","Scotland","England",2,1,"British Championship","Glasgow","Scotland",FALSE,"1"
"182","France","Belgium",0,5,"Friendly","Saint-Cloud","France",FALSE,"2"
"183","Belgium","Netherlands",5,0,"Friendly","Antwerp","Belgium",FALSE,"1"
"184","Netherlands","Belgium",2,3,"Friendly","Rotterdam","Netherlands",FALSE,"2"
"185","Uruguay","Argentina",0,2,"Other","Montevideo","Uruguay",FALSE,"2"
"186","Other","Hungary",4,4,"Friendly","Prague","Other",FALSE,"0"
"187","Argentina","Uruguay",2,1,"Other","Buenos Aires","Argentina",FALSE,"1"
"188","Hungary","Austria",3,1,"Friendly","Budapest","Hungary",FALSE,"1"
"189","England","Northern Ireland",1,0,"British Championship","Liverpool","England",FALSE,"1"
"190","Northern Ireland","Wales",2,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"191","Wales","Scotland",1,0,"British Championship","Wrexham","Wales",FALSE,"1"
"192","Scotland","Northern Ireland",3,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"193","England","Wales",1,1,"British Championship","London","England",FALSE,"0"
"194","England","Scotland",1,1,"British Championship","Newcastle","England",FALSE,"0"
"195","Hungary","Other",5,2,"Friendly","Budapest","Hungary",FALSE,"1"
"196","Belgium","Netherlands",1,3,"Friendly","Antwerp","Belgium",FALSE,"2"
"197","Belgium","France",1,2,"Friendly","Brussels","Belgium",FALSE,"2"
"198","Austria","Hungary",3,1,"Friendly","Vienna","Austria",FALSE,"1"
"199","Netherlands","Belgium",1,2,"Friendly","Haarlem","Netherlands",FALSE,"2"
"200","Other","Hungary",5,3,"Friendly","Prague","Other",FALSE,"1"
"201","Hungary","Austria",4,1,"Friendly","Budapest","Hungary",FALSE,"1"
"202","Northern Ireland","England",1,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"203","Scotland","Wales",2,1,"British Championship","Dundee","Scotland",FALSE,"1"
"204","Switzerland","France",1,2,"Friendly","Geneva","Switzerland",FALSE,"2"
"205","Northern Ireland","Scotland",0,5,"British Championship","Dublin","Republic of Ireland",FALSE,"2"
"206","Wales","England",1,7,"British Championship","Wrexham","Wales",FALSE,"2"
"207","Belgium","Netherlands",1,4,"Friendly","Antwerp","Belgium",FALSE,"2"
"208","Scotland","England",1,1,"British Championship","Glasgow","Scotland",FALSE,"0"
"209","Hungary","Other",5,2,"Friendly","Budapest","Hungary",FALSE,"1"
"210","Switzerland","Germany",5,3,"Friendly","Basel","Switzerland",FALSE,"1"
"211","Wales","Northern Ireland",0,1,"British Championship","Aberdare","Wales",FALSE,"2"
"212","France","Belgium",1,2,"Friendly","Colombes","France",FALSE,"2"
"213","Netherlands","Belgium",3,1,"Friendly","Rotterdam","Netherlands",FALSE,"1"
"214","Austria","Hungary",4,0,"Friendly","Vienna","Austria",FALSE,"1"
"215","Netherlands","France",4,1,"Friendly","Rotterdam","Netherlands",FALSE,"1"
"216","Austria","England",1,6,"Friendly","Vienna","Austria",FALSE,"2"
"217","Austria","Germany",3,2,"Friendly","Vienna","Austria",FALSE,"1"
"218","Austria","England",1,11,"Friendly","Vienna","Austria",FALSE,"2"
"219","Hungary","England",0,7,"Friendly","Budapest","Hungary",FALSE,"2"
"220","Other","England",0,4,"Friendly","Prague","Other",FALSE,"2"
"221","Sweden","Norway",11,3,"Friendly","Gothenburg","Sweden",FALSE,"1"
"222","Uruguay","Argentina",2,2,"Other","Montevideo","Uruguay",FALSE,"0"
"223","Argentina","Uruguay",2,1,"Other","Buenos Aires","Argentina",FALSE,"1"
"224","Argentina","Uruguay",0,1,"Other","Buenos Aires","Argentina",FALSE,"2"
"225","Netherlands","Sweden",5,3,"Friendly","The Hague","Netherlands",FALSE,"1"
"226","Belgium","Sweden",2,1,"Friendly","Brussels","Belgium",FALSE,"1"
"227","Hungary","Austria",5,3,"Friendly","Budapest","Hungary",FALSE,"1"
"228","England","Northern Ireland",4,0,"British Championship","Bradford","England",FALSE,"1"
"229","Wales","Scotland",3,2,"British Championship","Wrexham","Wales",FALSE,"1"
"230","England","Wales",2,0,"British Championship","Nottingham","England",FALSE,"1"
"231","Scotland","Northern Ireland",5,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"232","Northern Ireland","Wales",2,3,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"233","Belgium","Netherlands",1,4,"Friendly","Antwerp","Belgium",FALSE,"2"
"234","England","Scotland",2,0,"British Championship","London","England",FALSE,"1"
"235","Germany","Switzerland",1,0,"Friendly","Karlsruhe","Germany",FALSE,"1"
"236","Hungary","Germany",3,3,"Friendly","Budapest","Hungary",FALSE,"0"
"237","Netherlands","Belgium",4,1,"Friendly","Rotterdam","Netherlands",FALSE,"1"
"238","Austria","Hungary",3,4,"Friendly","Vienna","Austria",FALSE,"2"
"239","Belgium","France",5,2,"Friendly","Brussels","Belgium",FALSE,"1"
"240","Hungary","England",2,4,"Friendly","Budapest","Hungary",FALSE,"2"
"241","Hungary","Austria",1,1,"Friendly","Budapest","Hungary",FALSE,"0"
"242","Hungary","England",2,8,"Friendly","Budapest","Hungary",FALSE,"2"
"243","Austria","England",1,8,"Friendly","Vienna","Austria",FALSE,"2"
"244","Argentina","Uruguay",2,1,"Other","Buenos Aires","Argentina",FALSE,"1"
"245","Uruguay","Argentina",2,2,"Other","Montevideo","Uruguay",FALSE,"0"
"246","Argentina","Uruguay",3,1,"Other","Buenos Aires","Argentina",FALSE,"1"
"247","Northern Ireland","England",1,1,"British Championship","Belfast","Republic of Ireland",FALSE,"0"
"248","Scotland","Wales",1,0,"British Championship","Kilmarnock","Scotland",FALSE,"1"
"249","Belgium","Netherlands",3,2,"Friendly","Antwerp","Belgium",FALSE,"1"
"250","Wales","England",0,1,"British Championship","Cardiff","Wales",FALSE,"2"
"251","Northern Ireland","Scotland",1,0,"British Championship","Belfast","Republic of Ireland",FALSE,"1"
"252","Scotland","England",2,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"253","France","Belgium",0,4,"Friendly","Gentilly","France",FALSE,"2"
"254","Switzerland","Germany",2,3,"Friendly","Basel","Switzerland",FALSE,"2"
"255","Netherlands","Belgium",7,0,"Friendly","Haarlem","Netherlands",FALSE,"1"
"256","Wales","Northern Ireland",4,1,"British Championship","Wrexham","Wales",FALSE,"1"
"257","Netherlands","Germany",4,2,"Friendly","Arnhem","Netherlands",FALSE,"1"
"258","Austria","Hungary",2,1,"Friendly","Vienna","Austria",FALSE,"1"
"259","Italy","France",6,2,"Friendly","Milan","Italy",FALSE,"1"
"260","Germany","Belgium",0,3,"Friendly","Duisburg","Germany",FALSE,"2"
"261","Hungary","Italy",6,1,"Friendly","Budapest","Hungary",FALSE,"1"
"262","Argentina","Chile",3,1,"Friendly","Buenos Aires","Argentina",FALSE,"1"
"263","Chile","Uruguay",0,3,"Friendly","Buenos Aires","Argentina",TRUE,"2"
"264","Argentina","Chile",5,1,"Friendly","Buenos Aires","Argentina",FALSE,"1"
"265","Argentina","Uruguay",4,1,"Friendly","Buenos Aires","Argentina",FALSE,"1"
"266","Uruguay","Argentina",3,1,"Other","Montevideo","Uruguay",FALSE,"1"
"267","Chile","Argentina",0,3,"Friendly","Viña del Mar","Chile",FALSE,"2"
"268","Norway","Sweden",0,4,"Friendly","Kristiania","Norway",FALSE,"2"
"269","Germany","Netherlands",1,2,"Friendly","Kleve","Germany",FALSE,"2"
"270","Hungary","Austria",3,0,"Friendly","Budapest","Hungary",FALSE,"1"
"271","Argentina","Uruguay",1,1,"Other","Buenos Aires","Argentina",FALSE,"0"
"272","Argentina","Uruguay",2,6,"Other","Buenos Aires","Argentina",FALSE,"2"
"273","France","Hungary",0,3,"Friendly","Maisons-Alfort","France",FALSE,"2"
"274","Italy","Hungary",0,1,"Friendly","Milan","Italy",FALSE,"2"
"275","Switzerland","Hungary",2,0,"Friendly","Zürich","Switzerland",FALSE,"1"
"276","Northern Ireland","Wales",1,2,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"277","England","Northern Ireland",2,1,"British Championship","Derby","England",FALSE,"1"
"278","Wales","Scotland",2,2,"British Championship","Cardiff","Wales",FALSE,"0"
"279","England","Wales",3,0,"British Championship","London","England",FALSE,"1"
"280","Scotland","Northern Ireland",2,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"281","Belgium","Netherlands",1,5,"Friendly","Antwerp","Belgium",FALSE,"2"
"282","Germany","Switzerland",6,2,"Friendly","Stuttgart","Germany",FALSE,"1"
"283","England","Scotland",1,1,"British Championship","Liverpool","England",FALSE,"0"
"284","Netherlands","Belgium",3,1,"Friendly","Dordrecht","Netherlands",FALSE,"1"
"285","France","Italy",2,2,"Friendly","Saint-Ouen","France",FALSE,"0"
"286","Belgium","Germany",2,1,"Friendly","Liège","Belgium",FALSE,"1"
"287","Switzerland","France",5,2,"Friendly","Geneva","Switzerland",FALSE,"1"
"288","Belgium","France",7,1,"Friendly","Uccle","Belgium",FALSE,"1"
"289","Austria","Hungary",3,1,"Friendly","Vienna","Austria",FALSE,"1"
"290","Italy","Switzerland",2,2,"Friendly","Milan","Italy",FALSE,"0"
"291","Switzerland","Italy",3,0,"Friendly","La Chaux-de-Fonds","Switzerland",FALSE,"1"
"292","Sweden","Germany",2,4,"Friendly","Solna","Sweden",FALSE,"2"
"293","Argentina","Uruguay",0,2,"Other","Buenos Aires","Argentina",FALSE,"2"
"294","Sweden","Norway",4,1,"Friendly","Solna","Sweden",FALSE,"1"
"295","Uruguay","Argentina",2,3,"Other","Montevideo","Uruguay",FALSE,"2"
"296","Uruguay","Argentina",1,1,"Other","Montevideo","Uruguay",FALSE,"0"
"297","Germany","Austria",1,2,"Friendly","Dresden","Germany",FALSE,"2"
"298","Argentina","Uruguay",2,0,"Other","Buenos Aires","Argentina",FALSE,"1"
"299","Finland","Sweden",2,5,"Friendly","Helsinki","Finland",FALSE,"2"
"300","Germany","Sweden",1,3,"Friendly","Hamburg","Germany",FALSE,"2"
"301","Hungary","Switzerland",9,0,"Friendly","Budapest","Hungary",FALSE,"1"
"302","Other","France",1,4,"Friendly","Luxembourg","Other",FALSE,"2"
"303","Uruguay","Argentina",3,0,"Other","Montevideo","Uruguay",FALSE,"1"
"304","Hungary","Austria",2,0,"Friendly","Budapest","Hungary",FALSE,"1"
"305","Germany","Hungary",1,4,"Friendly","Munich","Germany",FALSE,"2"
"306","France","Belgium",1,1,"Friendly","Saint-Ouen","France",FALSE,"0"
"307","Northern Ireland","England",1,6,"British Championship","Dublin","Republic of Ireland",FALSE,"2"
"308","France","Other",7,0,"Friendly","Paris","France",FALSE,"1"
"309","France","Switzerland",4,1,"Friendly","Saint-Ouen","France",FALSE,"1"
"310","Belgium","Switzerland",9,2,"Friendly","Antwerp","Belgium",FALSE,"1"
"311","Scotland","Wales",1,0,"British Championship","Edinburgh","Scotland",FALSE,"1"
"312","Belgium","Netherlands",1,2,"Friendly","Antwerp","Belgium",FALSE,"2"
"313","Wales","England",0,2,"British Championship","Wrexham","Wales",FALSE,"2"
"314","Northern Ireland","Scotland",1,4,"British Championship","Belfast","Republic of Ireland",FALSE,"2"
"315","Italy","France",3,4,"Friendly","Turin","Italy",FALSE,"2"
"316","Scotland","England",1,1,"British Championship","Glasgow","Scotland",FALSE,"0"
"317","Netherlands","Germany",5,5,"Friendly","Zwolle","Netherlands",FALSE,"0"
"318","Wales","Northern Ireland",2,3,"British Championship","Cardiff","Wales",FALSE,"2"
"319","Hungary","Germany",4,4,"Friendly","Budapest","Hungary",FALSE,"0"
"320","Netherlands","Belgium",4,3,"Friendly","Dordrecht","Netherlands",FALSE,"1"
"321","Austria","Hungary",1,1,"Friendly","Vienna","Austria",FALSE,"0"
"322","Switzerland","Germany",1,2,"Friendly","St. Gallen","Switzerland",FALSE,"2"
"323","Norway","Sweden",1,2,"Friendly","Kristiania","Norway",FALSE,"2"
"324","Sweden","Hungary",2,2,"Friendly","Gothenburg","Sweden",FALSE,"0"
"325","Norway","Hungary",0,6,"Friendly","Kristiania","Norway",FALSE,"2"
"326","Sweden","Finland",7,1,"Friendly","Solna","Sweden",FALSE,"1"
"327","Norway","Russia",2,1,"Friendly","Stockholm","Sweden",TRUE,"1"
"328","Other","Hungary",0,9,"Friendly","Moscow","Other",FALSE,"2"
"329","Other","Hungary",0,12,"Friendly","Moscow","Other",FALSE,"2"
"330","Uruguay","Argentina",2,0,"Other","Montevideo","Uruguay",FALSE,"1"
"331","Uruguay","Argentina",3,0,"Other","Montevideo","Uruguay",FALSE,"1"
"332","Argentina","Uruguay",0,1,"Other","Buenos Aires","Argentina",FALSE,"2"
"333","Argentina","Uruguay",3,3,"Other","Avellaneda","Argentina",FALSE,"0"
"334","Denmark","Germany",3,1,"Friendly","Copenhagen","Denmark",FALSE,"1"
"335","Hungary","Austria",4,0,"Friendly","Budapest","Hungary",FALSE,"1"
"336","Sweden","Norway",4,2,"Friendly","Gothenburg","Sweden",FALSE,"1"
