"","home_team","away_team","home_score","away_score","tournament","city","country","neutral","gameresult"
"11931","Portugal","Poland",2,0,"Friendly","Lisbon","Portugal",FALSE,"1"
"11932","Romania","Hungary",0,0,"FIFA World Cup qualification","Bucharest","Other",FALSE,"0"
"11933","Other","Other",4,0,"FIFA World Cup qualification","Moscow","Other",TRUE,"1"
"11934","China PR","Other",0,0,"FIFA World Cup qualification","Beijing","China PR",FALSE,"0"
"11935","Other","Nigeria",1,0,"Friendly","Kampala","Uganda",FALSE,"1"
"11936","Other","Other",2,2,"Friendly","Kénitra","Morocco",FALSE,"0"
"11937","Other","Other",3,3,"CFU Caribbean Cup qualification","Paramaribo","Other",FALSE,"0"
"11938","Other","Other",0,1,"Friendly","Gaborone","Other",FALSE,"2"
"11939","Trinidad and Tobago","Other",3,1,"Friendly","Arima","Trinidad and Tobago",FALSE,"1"
"11940","Trinidad and Tobago","Other",5,1,"Friendly","San Fernando","Trinidad and Tobago",FALSE,"1"
"11941","Other","Other",1,0,"FIFA World Cup qualification","Auckland","Other",FALSE,"1"
"11942","Other","Other",3,0,"Friendly","Calabar","Other",FALSE,"1"
"11943","Other","Other",1,1,"African Cup of Nations qualification","Addis Abeba","Other",FALSE,"0"
"11944","Other","Russia",0,3,"FIFA World Cup qualification","Izmir","Other",FALSE,"2"
"11945","Other","Poland",2,3,"FIFA World Cup qualification","Leipzig","Other",FALSE,"2"
"11946","Other","Other",1,2,"FIFA World Cup qualification","Auckland","Other",FALSE,"2"
"11947","Other","Other",0,2,"FIFA World Cup qualification","Lagos","Other",FALSE,"2"
"11948","Romania","Switzerland",1,2,"FIFA World Cup qualification","Bucharest","Other",FALSE,"2"
"11949","Trinidad and Tobago","Other",2,4,"Friendly","San Fernando","Trinidad and Tobago",FALSE,"2"
"11950","Other","Bulgaria",0,2,"FIFA World Cup qualification","Tirana","Other",FALSE,"2"
"11951","Austria","Germany",1,3,"FIFA World Cup qualification","Vienna","Austria",FALSE,"2"
"11952","Other","Denmark",2,3,"FIFA World Cup qualification","Salonica","Other",FALSE,"2"
"11953","Hungary","Switzerland",3,0,"FIFA World Cup qualification","Budapest","Hungary",FALSE,"1"
"11954","Republic of Ireland","France",3,2,"FIFA World Cup qualification","Dublin","Republic of Ireland",FALSE,"1"
"11955","Netherlands","Belgium",3,0,"FIFA World Cup qualification","Rotterdam","Netherlands",FALSE,"1"
"11956","Northern Ireland","Scotland",0,0,"FIFA World Cup qualification","Belfast","Other",FALSE,"0"
"11957","Portugal","Sweden",1,2,"FIFA World Cup qualification","Lisbon","Portugal",FALSE,"2"
"11958","Spain","Other",3,0,"Friendly","Valencia","Spain",FALSE,"1"
"11959","Wales","Other",2,2,"FIFA World Cup qualification","Swansea","Wales",FALSE,"0"
"11960","Saudi Arabia","South Korea",2,0,"Friendly","Riyadh","Saudi Arabia",FALSE,"1"
"11961","Other","Italy",1,1,"FIFA World Cup qualification","Belgrade","Other",FALSE,"0"
"11962","China PR","Other",3,0,"FIFA World Cup qualification","Beijing","China PR",FALSE,"1"
"11963","Other","Other",1,1,"CFU Caribbean Cup","San Juan","Other",FALSE,"0"
"11964","Other","Trinidad and Tobago",0,2,"CFU Caribbean Cup","San Juan","Other",TRUE,"2"
"11965","Other","Trinidad and Tobago",0,2,"CFU Caribbean Cup","San Juan","Other",TRUE,"2"
"11966","Other","Other",0,2,"CFU Caribbean Cup","San Juan","Other",FALSE,"2"
"11967","Other","Other",1,3,"CFU Caribbean Cup","San Juan","Other",TRUE,"2"
"11968","Other","Other",0,1,"Friendly","Tunis","Tunisia",FALSE,"2"
"11969","Other","Other",2,0,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"1"
"11970","Argentina","Poland",1,2,"Friendly","Buenos Aires","Argentina",FALSE,"2"
"11971","Brazil","Bulgaria",3,0,"Friendly","Porto Alegre","Brazil",FALSE,"1"
"11972","Other","Other",4,1,"FIFA World Cup qualification","Ramat-Gan","Other",FALSE,"1"
"11973","Other","Other",2,0,"FIFA World Cup qualification","Tbilisi","Other",TRUE,"1"
"11974","Saudi Arabia","Sweden",1,2,"Friendly","Riyadh","Saudi Arabia",FALSE,"2"
"11975","Other","Other",3,1,"Friendly","Sharjah","United Arab Emirates",FALSE,"1"
"11976","Other","Nigeria",2,1,"FIFA World Cup qualification","Constantine","Other",FALSE,"1"
"11977","Other","Other",1,2,"Friendly","Bujumbura","Other",FALSE,"2"
"11978","Hungary","Norway",4,1,"FIFA World Cup qualification","Budapest","Hungary",FALSE,"1"
"11979","Mexico","Other",4,0,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"1"
"11980","Other","Other",2,0,"Friendly","Dakar","Other",FALSE,"1"
"11981","Other","Other",0,1,"Friendly","Bujumbura","Other",FALSE,"2"
"11982","Other","Other",1,0,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"1"
"11983","Other","Other",4,0,"FIFA World Cup qualification","Tegucigalpa","Other",FALSE,"1"
"11984","Saudi Arabia","Other",0,1,"FIFA World Cup qualification","Riyadh","Saudi Arabia",FALSE,"2"
"11985","Trinidad and Tobago","Other",2,1,"Friendly","Arima","Trinidad and Tobago",FALSE,"1"
"11986","Other","Other",1,1,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"0"
"11987","Mexico","Other",0,1,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"2"
"11988","Trinidad and Tobago","Other",0,0,"Friendly","Port of Spain","Trinidad and Tobago",FALSE,"0"
"11989","Other","Other",2,0,"FIFA World Cup qualification","Tegucigalpa","Other",FALSE,"1"
"11990","Other","Other",1,1,"Friendly","Tunis","Tunisia",FALSE,"0"
"11991","Thailand","Other",2,1,"King's Cup","Bangkok","Thailand",FALSE,"1"
"11992","Argentina","Other",1,1,"Friendly","Buenos Aires","Argentina",FALSE,"0"
"11993","Other","Austria",0,0,"FIFA World Cup qualification","Sofia","Other",FALSE,"0"
"11994","Other","Other",0,0,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"0"
"11995","Other","Other",5,1,"FIFA World Cup qualification","Jena","Other",FALSE,"1"
"11996","Other","Mexico",1,1,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"0"
"11997","Malaysia","Other",0,1,"King's Cup","Chonburi","Thailand",TRUE,"2"
"11998","Switzerland","Romania",0,0,"FIFA World Cup qualification","Berne","Switzerland",FALSE,"0"
"11999","Thailand","Other",1,0,"King's Cup","Bangkok","Thailand",FALSE,"1"
"12000","Other","Other",2,1,"FIFA World Cup qualification","Tegucigalpa","Other",FALSE,"1"
"12001","Saudi Arabia","Other",2,4,"FIFA World Cup qualification","Kuala Lumpur","Malaysia",TRUE,"2"
"12002","Malaysia","Other",2,3,"King's Cup","Bangkok","Thailand",TRUE,"2"
"12003","Italy","Other",1,1,"FIFA World Cup qualification","Turin","Italy",FALSE,"0"
"12004","Kenya","Other",1,0,"CECAFA Cup","Dar es Salaam","Other",TRUE,"1"
"12005","Other","Other",0,2,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"2"
"12006","Mexico","Other",1,1,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"0"
"12007","Other","Other",0,2,"FIFA World Cup qualification","Kenitra","Morocco",FALSE,"2"
"12008","Poland","Other",6,0,"FIFA World Cup qualification","Wrocław","Poland",FALSE,"1"
"12009","Other","Uganda",2,2,"CECAFA Cup","Dodoma","Other",TRUE,"0"
"12010","Other","Other",3,1,"CECAFA Cup","Dodoma","Other",FALSE,"1"
"12011","Thailand","Other",2,0,"King's Cup","Bangkok","Thailand",FALSE,"1"
"12012","Other","Other",0,0,"FIFA World Cup qualification","Tegucigalpa","Other",FALSE,"0"
"12013","Kenya","Other",2,1,"CECAFA Cup","Dar es Salaam","Other",TRUE,"1"
"12014","Other","Other",1,0,"King's Cup","Bangkok","Thailand",TRUE,"1"
"12015","Other","Other",0,0,"CECAFA Cup","Dodoma","Other",TRUE,"0"
"12016","Other","Other",2,2,"CECAFA Cup","Dar es Salaam","Other",FALSE,"0"
"12017","Other","Zambia",3,1,"CECAFA Cup","Dodoma","Other",TRUE,"1"
"12018","England","Hungary",1,0,"FIFA World Cup qualification","London","England",FALSE,"1"
"12019","France","Netherlands",2,0,"FIFA World Cup qualification","Paris","France",FALSE,"1"
"12020","Germany","Other",8,0,"FIFA World Cup qualification","Dortmund","Germany",FALSE,"1"
"12021","Northern Ireland","Other",1,0,"FIFA World Cup qualification","Belfast","Other",FALSE,"1"
"12022","Poland","Spain",2,3,"Friendly","Łódź","Poland",FALSE,"2"
"12023","Portugal","Scotland",2,1,"FIFA World Cup qualification","Lisbon","Portugal",FALSE,"1"
"12024","Other","Wales",3,0,"FIFA World Cup qualification","Tbilisi","Other",TRUE,"1"
"12025","China PR","Other",2,0,"FIFA World Cup qualification","Kuala Lumpur","Malaysia",TRUE,"1"
"12026","Other","Other",1,0,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"1"
"12027","Other","Other",1,1,"CECAFA Cup","Dar es Salaam","Other",TRUE,"0"
"12028","Malawi","Other",4,1,"CECAFA Cup","Dodoma","Other",TRUE,"1"
"12029","Other","Other",1,0,"CECAFA Cup","Dodoma","Other",FALSE,"1"
"12030","Other","Other",2,2,"FIFA World Cup qualification","Tegucigalpa","Other",TRUE,"0"
"12031","Other","Zambia",0,2,"CECAFA Cup","Dar es Salaam","Other",TRUE,"2"
"12032","Other","Other",5,0,"FIFA World Cup qualification","Novi Sad","Other",FALSE,"1"
"12033","Germany","Bulgaria",4,0,"FIFA World Cup qualification","Düsseldorf","Germany",FALSE,"1"
"12034","Other","Mexico",0,0,"FIFA World Cup qualification","Tegucigalpa","Other",FALSE,"0"
"12035","Kenya","Uganda",3,1,"CECAFA Cup","Dar es Salaam","Other",TRUE,"1"
"12036","Other","Zambia",2,1,"CECAFA Cup","Dodoma","Other",FALSE,"1"
"12037","Other","Zambia",0,1,"CECAFA Cup","Dodoma","Other",TRUE,"2"
"12038","Other","Other",2,2,"FIFA World Cup qualification","Auckland","Other",FALSE,"0"
"12039","Other","Other",0,1,"CECAFA Cup","Dar es Salaam","Other",FALSE,"2"
"12040","Other","Other",2,1,"FIFA World Cup qualification","Yaoundé","Other",FALSE,"1"
"12041","Other","Russia",1,1,"FIFA World Cup qualification","Bratislava","Other",FALSE,"0"
"12042","Other","Other",1,2,"FIFA World Cup qualification","Piraeus","Other",FALSE,"2"
"12043","Kuwait","Other",1,0,"FIFA World Cup qualification","Kuwait City","Kuwait",FALSE,"1"
"12044","France","Other",4,0,"FIFA World Cup qualification","Paris","France",FALSE,"1"
"12045","Italy","Other",1,0,"FIFA World Cup qualification","Naples","Italy",FALSE,"1"
"12046","Kuwait","Other",2,0,"FIFA World Cup qualification","Kuwait City","Kuwait",FALSE,"1"
"12047","Kuwait","Other",2,2,"FIFA World Cup qualification","Kuwait City","Kuwait",FALSE,"0"
"12048","Other","Other",5,2,"Friendly","Haskovo","Other",FALSE,"1"
"12049","Spain","Belgium",2,0,"Friendly","Valencia","Spain",FALSE,"1"
"12050","Saudi Arabia","Other",0,5,"FIFA World Cup qualification","Riyadh","Saudi Arabia",FALSE,"2"
"12051","Other","Other",1,4,"Friendly","al-Ain","United Arab Emirates",FALSE,"2"
"12052","China PR","Other",1,2,"FIFA World Cup qualification","Kallang","Singapore",TRUE,"2"
"12053","Other","Other",2,1,"Friendly","Yaoundé","Other",FALSE,"1"
"12054","Other","Other",0,2,"Friendly","Addis Abeba","Other",FALSE,"2"
"12055","Other","Other",2,0,"Friendly","Kallang","Singapore",FALSE,"1"
"12056","Other","Other",0,0,"Friendly","Addis Abeba","Other",FALSE,"0"
"12057","Other","Other",1,2,"Friendly","Athens","Other",FALSE,"2"
"12058","Other","Other",2,3,"Friendly","Cotonou","Other",FALSE,"2"
"12059","Other","Senegal",0,0,"Friendly","Bobo Dioulasso","Other",FALSE,"0"
"12060","Brazil","Other",3,1,"Friendly","Natal","Brazil",FALSE,"1"
"12061","Other","Other",1,0,"Friendly","Dakar","Other",FALSE,"1"
"12062","Other","Other",3,0,"Friendly","Tripoli","Other",FALSE,"1"
"12063","Other","Other",2,2,"Friendly","Bamako","Other",FALSE,"0"
"12064","Other","Other",0,1,"Friendly","Tunis","Tunisia",FALSE,"2"
"12065","Other","Other",0,1,"Friendly","Athens","Other",FALSE,"2"
"12066","Other","Other",2,0,"Amílcar Cabral Cup","Praia","Other",FALSE,"1"
"12067","Other","Senegal",1,1,"Amílcar Cabral Cup","Praia","Other",TRUE,"0"
"12068","Other","Other",1,2,"Amílcar Cabral Cup","Praia","Other",TRUE,"2"
"12069","Other","Other",4,0,"Amílcar Cabral Cup","Praia","Other",TRUE,"1"
"12070","Other","Hungary",1,2,"Friendly","Auckland","Other",FALSE,"2"
"12071","Other","Ghana",0,4,"Other","Cotonou","Other",FALSE,"2"
"12072","Other","Other",1,0,"Amílcar Cabral Cup","Praia","Other",FALSE,"1"
"12073","Other","Other",3,1,"Amílcar Cabral Cup","Praia","Other",TRUE,"1"
"12074","Other","Other",1,0,"Amílcar Cabral Cup","Praia","Other",TRUE,"1"
"12075","Other","Senegal",0,1,"Amílcar Cabral Cup","Praia","Other",TRUE,"2"
"12076","Other","Other",0,1,"Other","Cotonou","Other",TRUE,"2"
"12077","Other","Uganda",1,2,"Friendly","Addis Abeba","Other",FALSE,"2"
"12078","Other","Hungary",1,2,"Friendly","Christchurch","Other",FALSE,"2"
"12079","Other","Other",2,0,"Other","Cotonou","Other",FALSE,"1"
"12080","Other","Other",1,2,"Amílcar Cabral Cup","Praia","Other",FALSE,"2"
"12081","Other","Other",1,1,"Amílcar Cabral Cup","Praia","Other",TRUE,"0"
"12082","Other","Other",5,5,"Other","Cotonou","Other",TRUE,"0"
"12083","Other","Other",0,0,"Amílcar Cabral Cup","Praia","Other",TRUE,"0"
"12084","Other","Other",1,2,"Other","Cotonou","Other",TRUE,"2"
"12085","Other","Other",2,0,"Amílcar Cabral Cup","Praia","Other",TRUE,"1"
"12086","Other","Other",1,1,"Friendly","Karachi","Other",TRUE,"0"
"12087","Other","Other",1,1,"Nehru Cup","Calcutta","Other",FALSE,"0"
"12088","Other","Other",3,3,"Other","Cotonou","Other",FALSE,"0"
"12089","Other","Other",0,1,"Amílcar Cabral Cup","Praia","Other",FALSE,"2"
"12090","Germany","Other",3,1,"Friendly","Hanover","Germany",FALSE,"1"
"12091","Other","Other",2,2,"Other","Cotonou","Other",TRUE,"0"
"12092","Other","Senegal",0,1,"Amílcar Cabral Cup","Praia","Other",TRUE,"2"
"12093","Other","Other",0,1,"Friendly","Karachi","Other",TRUE,"2"
"12094","Other","Other",2,1,"Other","Cotonou","Other",TRUE,"1"
"12095","Other","Uganda",1,0,"Friendly","Asmara","Other",FALSE,"1"
"12096","Other","South Korea",2,2,"Nehru Cup","Calcutta","Other",FALSE,"0"
"12097","Other","Other",2,0,"Friendly","Lusaka","Other",FALSE,"1"
"12098","Other","Other",1,3,"Friendly","Karachi","Other",TRUE,"2"
"12099","Other","Other",1,2,"Amílcar Cabral Cup","Praia","Other",FALSE,"2"
"12100","Other","Other",1,0,"Other","Cotonou","Other",TRUE,"1"
"12101","Other","Senegal",3,0,"Amílcar Cabral Cup","Praia","Other",TRUE,"1"
"12102","Other","Other",1,1,"Other","Cotonou","Other",TRUE,"0"
"12103","Other","Other",2,1,"Friendly","Tripoli","Other",FALSE,"1"
"12104","Finland","Sweden",2,2,"Friendly","Lahti","Finland",FALSE,"0"
"12105","South Korea","Uruguay",2,2,"Nehru Cup","Calcutta","Other",TRUE,"0"
"12106","Finland","Sweden",2,1,"Friendly","Lahti","Finland",FALSE,"1"
"12107","Other","Other",1,1,"Other","Cotonou","Other",TRUE,"0"
"12108","China PR","Uruguay",0,0,"Nehru Cup","Calcutta","Other",TRUE,"0"
"12109","Other","Other",1,1,"Other","Cotonou","Other",TRUE,"0"
"12110","England","Northern Ireland",4,0,"British Championship","London","England",FALSE,"1"
"12111","France","Italy",2,0,"Friendly","Paris","France",FALSE,"1"
"12112","Other","Other",2,1,"Other","Cotonou","Other",TRUE,"1"
"12113","Spain","Scotland",3,0,"Friendly","Valencia","Spain",FALSE,"1"
"12114","Other","Uruguay",1,3,"Nehru Cup","Calcutta","Other",FALSE,"2"
"12115","China PR","South Korea",1,1,"Nehru Cup","Calcutta","Other",TRUE,"0"
"12116","Other","Honduras",0,1,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"2"
"12117","Other","Other",0,0,"Friendly","Baghdad","Other",FALSE,"0"
"12118","Brazil","Other",1,1,"Friendly","São Paulo","Brazil",FALSE,"0"
"12119","Other","Honduras",0,0,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"0"
"12120","China PR","Uruguay",0,2,"Nehru Cup","Calcutta","Other",TRUE,"2"
"12121","Other","Other",1,1,"African Cup of Nations","Tripoli","Other",TRUE,"0"
"12122","Other","Ghana",2,2,"African Cup of Nations","Tripoli","Other",FALSE,"0"
"12123","Other","Other",2,0,"Friendly","Teheran","Other",FALSE,"1"
"12124","Other","Zambia",1,0,"African Cup of Nations","Benghazi","Other",TRUE,"1"
"12125","Other","Nigeria",0,3,"African Cup of Nations","Benghazi","Other",TRUE,"2"
"12126","Other","South Korea",3,0,"Friendly","Baghdad","Other",FALSE,"1"
"12127","Argentina","Other",0,0,"Friendly","Mar del Plata","Argentina",FALSE,"0"
"12128","Other","Ghana",0,0,"African Cup of Nations","Tripoli","Other",TRUE,"0"
"12129","Other","Other",2,0,"African Cup of Nations","Tripoli","Other",FALSE,"1"
"12130","Other","Switzerland",0,1,"Friendly","Balzers","Other",FALSE,"2"
"12131","Other","Nigeria",2,1,"African Cup of Nations","Benghazi","Other",TRUE,"1"
"12132","Other","Zambia",0,1,"African Cup of Nations","Benghazi","Other",TRUE,"2"
"12133","Other","Russia",0,2,"Friendly","Athens","Other",FALSE,"2"
"12134","Other","South Korea",1,1,"Friendly","Baghdad","Other",FALSE,"0"
"12135","Other","Other",3,0,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"1"
"12136","Other","Other",1,0,"African Cup of Nations","Tripoli","Other",TRUE,"1"
"12137","Other","Other",0,0,"African Cup of Nations","Tripoli","Other",FALSE,"0"
"12138","Other","Other",5,3,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"1"
"12139","Other","Other",0,0,"African Cup of Nations","Benghazi","Other",TRUE,"0"
"12140","Other","Zambia",0,3,"African Cup of Nations","Benghazi","Other",TRUE,"2"
"12141","Kuwait","Other",0,0,"Friendly","Kuwait City","Kuwait",FALSE,"0"
"12142","Other","Ghana",2,3,"African Cup of Nations","Benghazi","Other",TRUE,"2"
"12143","Other","Zambia",2,1,"African Cup of Nations","Tripoli","Other",FALSE,"1"
"12144","Other","Zambia",0,2,"African Cup of Nations","Tripoli","Other",TRUE,"2"
"12145","Other","Ghana",1,1,"African Cup of Nations","Tripoli","Other",FALSE,"0"
"12146","Other","Other",1,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",FALSE,"1"
"12147","Other","Other",0,2,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"12148","Other","Other",4,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12149","Brazil","Germany",1,0,"Friendly","Rio de Janeiro","Brazil",FALSE,"1"
"12150","South Korea","Other",3,0,"Friendly","Seoul","South Korea",FALSE,"1"
"12151","Trinidad and Tobago","Other",1,2,"Friendly","Port of Spain","Trinidad and Tobago",FALSE,"2"
"12152","Other","Other",1,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",FALSE,"1"
"12153","Other","Other",0,3,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"12154","Chile","Peru",2,1,"Friendly","Santiago","Chile",FALSE,"1"
"12155","Scotland","Netherlands",2,1,"Friendly","Glasgow","Scotland",FALSE,"1"
"12156","Argentina","Germany",1,1,"Friendly","Buenos Aires","Argentina",FALSE,"0"
"12157","Belgium","Romania",4,1,"Friendly","Brussels","Belgium",FALSE,"1"
"12158","Other","Other",2,1,"Friendly","Prague","Other",FALSE,"1"
"12159","France","Northern Ireland",4,0,"Friendly","Paris","France",FALSE,"1"
"12160","Hungary","Austria",2,3,"Friendly","Budapest","Hungary",FALSE,"2"
"12161","Other","Other",1,1,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"0"
"12162","Spain","Wales",1,1,"Friendly","Valencia","Spain",FALSE,"0"
"12163","Switzerland","Other",2,1,"Friendly","Lugano","Switzerland",FALSE,"1"
"12164","Other","Other",0,2,"Gulf Cup","Abu Dhabi","United Arab Emirates",FALSE,"2"
"12165","Other","Other",4,1,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12166","Other","Other",2,1,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12167","Saudi Arabia","Other",0,1,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"12168","Other","Other",2,3,"Gulf Cup","Abu Dhabi","United Arab Emirates",FALSE,"2"
"12169","Kuwait","Other",2,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12170","Saudi Arabia","Other",1,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12171","Other","Chile",1,0,"Other","Lima","Other",FALSE,"1"
"12172","Other","Other",1,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12173","Saudi Arabia","Other",3,0,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"12174","Other","Other",3,1,"Friendly","Kathmandu","Other",FALSE,"1"
"12175","Other","Other",2,2,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"0"
"12176","Other","Other",3,1,"Gulf Cup","Abu Dhabi","United Arab Emirates",FALSE,"1"
"12177","Kuwait","Other",1,2,"Gulf Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"12178","Other","Thailand",1,1,"Friendly","Kathmandu","Other",TRUE,"0"
"12179","Argentina","Russia",1,1,"Friendly","Buenos Aires","Argentina",FALSE,"0"
"12180","Other","Romania",1,2,"Friendly","Ruse","Other",FALSE,"2"
"12181","Other","Italy",1,0,"Friendly","Leipzig","Other",FALSE,"1"
"12182","Germany","Other",2,1,"Friendly","Cologne","Germany",FALSE,"1"
"12183","Netherlands","Other",1,0,"Friendly","Eindhoven","Netherlands",FALSE,"1"
"12184","Other","Honduras",3,2,"Friendly","San Salvador","Other",FALSE,"1"
"12185","Hungary","Peru",1,2,"Friendly","Budapest","Hungary",FALSE,"2"
"12186","Other","Thailand",1,0,"Friendly","Kathmandu","Other",FALSE,"1"
"12187","Other","Other",1,1,"Friendly","San Pedro Sula","Other",FALSE,"0"
"12188","Other","Peru",1,1,"Friendly","Algiers","Other",FALSE,"0"
"12189","Wales","England",0,1,"British Championship","Cardiff","Wales",FALSE,"2"
"12190","Other","Other",2,0,"Friendly","Algiers","Other",FALSE,"1"
"12191","Austria","Other",2,1,"Friendly","Vienna","Austria",FALSE,"1"
"12192","Belgium","Bulgaria",2,1,"Friendly","Brussels","Belgium",FALSE,"1"
"12193","France","Peru",0,1,"Friendly","Paris","France",FALSE,"2"
"12194","Northern Ireland","Scotland",1,1,"British Championship","Belfast","Other",FALSE,"0"
"12195","Norway","Finland",1,1,"Nordic Championship","Stavanger","Norway",FALSE,"0"
"12196","Spain","Switzerland",2,0,"Friendly","Valencia","Spain",FALSE,"1"
"12197","Other","Senegal",2,1,"Friendly","Douala","Other",FALSE,"1"
"12198","Romania","Other",3,1,"UEFA Euro qualification","Hunedoara","Other",FALSE,"1"
"12199","Thailand","Other",1,1,"King's Cup","Bangkok","Thailand",FALSE,"0"
"12200","Other","Other",1,1,"Friendly","Yaoundé","Other",FALSE,"0"
"12201","Other","Senegal",0,0,"Friendly","Yaoundé","Other",TRUE,"0"
"12202","Argentina","Bulgaria",2,1,"Friendly","Buenos Aires","Argentina",FALSE,"1"
"12203","Brazil","Other",3,1,"Friendly","São Luís","Brazil",FALSE,"1"
"12204","Other","Ghana",0,0,"Friendly","Yaoundé","Other",FALSE,"0"
"12205","Denmark","Sweden",1,1,"Nordic Championship","Copenhagen","Denmark",FALSE,"0"
"12206","Other","Senegal",1,1,"Friendly","Yaoundé","Other",TRUE,"0"
"12207","South Korea","Other",5,0,"King's Cup","Bangkok","Thailand",TRUE,"1"
"12208","Other","Other",0,2,"King's Cup","Bangkok","Thailand",TRUE,"2"
"12209","Other","Other",1,0,"Friendly","Moscow","Other",FALSE,"1"
"12210","Other","Other",0,1,"King's Cup","Bangkok","Thailand",TRUE,"2"
"12211","Other","Other",0,0,"Friendly","Yaoundé","Other",TRUE,"0"
"12212","Trinidad and Tobago","Other",2,2,"Friendly","Arima","Trinidad and Tobago",FALSE,"0"
"12213","Other","Other",1,0,"Friendly","Macau","Other",FALSE,"1"
"12214","Thailand","South Korea",0,3,"King's Cup","Bangkok","Thailand",FALSE,"2"
"12215","Argentina","Romania",1,0,"Friendly","Rosario","Argentina",FALSE,"1"
"12216","Other","Senegal",2,1,"Friendly","Casablanca","Morocco",FALSE,"1"
"12217","Norway","Germany",2,4,"Friendly","Oslo","Norway",FALSE,"2"
"12218","Trinidad and Tobago","Other",4,2,"Friendly","Port of Spain","Trinidad and Tobago",FALSE,"1"
"12219","Thailand","Other",1,0,"King's Cup","Bangkok","Thailand",FALSE,"1"
"12220","Other","Other",2,1,"Friendly","Bridgetown","Other",FALSE,"1"
"12221","Thailand","Other",2,2,"King's Cup","Bangkok","Thailand",FALSE,"0"
"12222","Other","Other",0,0,"Friendly","Bridgetown","Other",FALSE,"0"
"12223","Thailand","South Korea",0,0,"King's Cup","Bangkok","Thailand",FALSE,"0"
"12224","Austria","Denmark",1,0,"Friendly","Vienna","Austria",FALSE,"1"
"12225","Brazil","Switzerland",1,1,"Friendly","Recife","Brazil",FALSE,"0"
"12226","Sweden","Other",2,2,"Friendly","Halmstad","Sweden",FALSE,"0"
"12227","Chile","Other",1,0,"Friendly","Santiago","Chile",FALSE,"1"
"12228","Scotland","Wales",1,0,"British Championship","Glasgow","Scotland",FALSE,"1"
"12229","England","Netherlands",2,0,"Friendly","London","England",FALSE,"1"
"12230","Brazil","Other",7,0,"Friendly","Uberlândia","Brazil",FALSE,"1"
"12231","Denmark","Belgium",1,0,"Friendly","Copenhagen","Denmark",FALSE,"1"
"12232","Wales","Northern Ireland",3,0,"British Championship","Wrexham","Wales",FALSE,"1"
"12233","Switzerland","Italy",1,1,"Friendly","Geneva","Switzerland",FALSE,"0"
"12234","Scotland","England",0,1,"British Championship","Glasgow","Scotland",FALSE,"2"
"12235","Trinidad and Tobago","Other",2,1,"Friendly","Arima","Trinidad and Tobago",FALSE,"1"
"12236","France","Wales",0,1,"Friendly","Toulouse","France",FALSE,"2"
"12237","Other","England",1,1,"Friendly","Reykjavík","Other",FALSE,"0"
"12238","Japan","Other",2,0,"Other","Hiroshima","Japan",FALSE,"1"
"12239","Finland","England",1,4,"Friendly","Helsinki","Finland",FALSE,"2"
"12240","Sweden","Russia",1,1,"Friendly","Solna","Sweden",FALSE,"0"
"12241","Other","Other",2,1,"UEFA Euro qualification","Messina","Italy",TRUE,"1"
"12242","Other","Other",2,0,"Friendly","Vaduz","Other",FALSE,"1"
"12243","Other","Uganda",2,1,"Friendly","Bulawayo","Other",FALSE,"1"
"12244","South Korea","Other",1,0,"Korea Cup","Busan","South Korea",FALSE,"1"
"12245","Malaysia","Thailand",1,1,"Korea Cup","Busan","South Korea",TRUE,"0"
"12246","South Korea","Other",3,0,"Korea Cup","Gwangju","South Korea",FALSE,"1"
"12247","Argentina","Belgium",0,1,"FIFA World Cup","Barcelona","Spain",TRUE,"2"
